,Componente 1,Componente 2,C. Manual,Clusters
284,-0.5070941205794365,-1.050772751178709,X-05_Reclasificar Servicios Front - App Movil,5
285,-0.45380475699376077,-0.732491678712025,X-05_Reclasificar Servicios Front - App Movil,5
286,-0.445969726509965,-0.7343823835016561,X-05_Reclasificar Servicios Front - App Movil,5
287,-0.37916332375732015,0.4337383615176815,X-04_Reclasificar - Varios,3
288,-0.4791558249626255,-0.903947398602224,X-04_Reclasificar Servicios Front,5
289,-0.4977835935101076,-1.0849491204615014,X-04_Reclasificar Servicios Front,5
290,-0.3599799786064505,-0.6519612695057413,C-12_Viaticos,5
291,-0.4021572469395771,0.0664874539652406,C-06_Servicios Cambios,3
292,-0.4024409989677251,0.0434338834915599,C-06_Servicios Cambios,3
293,-0.42162747047498733,0.02436970848901595,C-06_Servicios Cambios,3
294,-0.43027203998790226,0.0030806782308253097,C-06_Servicios Cambios,3
295,-0.4301922860168974,-0.020049610451492447,C-06_Servicios Cambios,3
296,-0.4497422635233123,-0.03903706724539916,C-06_Servicios Cambios,3
297,-0.46383953945871054,-0.05917531048203118,C-06_Servicios Cambios,3
298,-0.46521383859311466,-0.08199872285679993,C-06_Servicios Cambios,3
299,-0.48330976299412076,-0.10129305595825558,C-06_Servicios Cambios,3
300,-0.5094029891778086,-0.11889956821052527,C-06_Servicios Cambios,3
301,-0.5162299947346956,-0.14057219356373538,C-06_Servicios Cambios,3
302,-0.5288732127132186,-0.16101731368674987,C-06_Servicios Cambios,3
303,-0.51160803523776,-0.18777456525123973,C-06_Servicios Cambios,3
304,-0.5094349379116377,-0.21134665098502037,C-06_Servicios Cambios,3
305,-0.5310782587731703,-0.22989231072746422,C-06_Servicios Cambios,3
306,-0.517310331638889,-0.2559114716330532,C-06_Servicios Cambios,3
307,-0.5073028880121045,-0.28113698675599247,C-06_Servicios Cambios,3
308,-0.5367805551742989,-0.2980292171092777,C-06_Servicios Cambios,3
309,-0.5728390660488797,-0.31353256763234266,C-06_Servicios Cambios,5
310,-0.5716060968768306,-0.33690624105221056,C-06_Servicios Cambios,5
311,-0.5923092895842896,-0.35565031310856704,C-06_Servicios Cambios,5
312,-0.6095653780699203,-0.37512189312371325,C-06_Servicios Cambios,5
313,-0.6108393946685584,-0.3979664697410371,C-06_Servicios Cambios,5
314,-0.6290356016053303,-0.4172396385999375,C-06_Servicios Cambios,5
315,-0.6350102250140726,-0.43909215769953314,C-06_Servicios Cambios,5
316,-0.6350307487273671,-0.4622012827181288,C-06_Servicios Cambios,5
317,-0.6544804485494823,-0.4812099031757574,C-06_Servicios Cambios,5
318,-0.6698562904298988,-0.5010783066610619,C-06_Servicios Cambios,5
319,-0.6717570558969417,-0.5237906087883331,C-06_Servicios Cambios,5
320,-0.6893265139653085,-0.5431960521372863,C-06_Servicios Cambios,5
321,-0.6981215024304065,-0.5644533366104775,C-06_Servicios Cambios,5
322,-0.699708898314713,-0.5872317754039416,C-06_Servicios Cambios,5
323,-0.7175917259658163,-0.6065710820867025,C-06_Servicios Cambios,5
324,-0.7310873260924843,-0.6268363084633314,C-06_Servicios Cambios,5
325,-0.7339282148621343,-0.6493501988555235,C-06_Servicios Cambios,5
326,-0.7505575496278943,-0.6689540539395559,C-06_Servicios Cambios,5
327,-0.4660966460603848,-0.8084802722704775,X-04_Reclasificar Servicios Front,5
328,0.24909796417125618,2.319491375783564,X-04_Reclasificar - Varios,1
329,0.13916936958880471,2.34938989337689,X-02_Reclasificar - Operaciones,1
330,0.12943425782109988,2.3283310206387786,X-02_Reclasificar - Operaciones,1
331,0.1300805021677941,2.299402282615827,X-02_Reclasificar - Operaciones,1
332,0.10477335622848995,2.2901482078049735,X-02_Reclasificar - Operaciones,1
333,0.10541960057518447,2.261219469782022,X-02_Reclasificar - Operaciones,1
334,0.22007162197725413,0.9268025915779181,S-01_Servicios SAP,0
335,0.210336510209549,0.9057437188398053,S-01_Servicios SAP,0
336,0.04789732106849749,0.9182365098887161,S-01_Servicios SAP,0
337,-0.16535892897740806,0.2959460388462904,S-02_Licencia SAP,3
338,-0.2560612046871215,0.19994096940681327,S-03_Hardware SAP,3
339,-0.23659098600317782,0.24205871546187127,S-03_Hardware SAP,3
340,-0.2463260977708828,0.22099984272375903,S-03_Hardware SAP,3
341,-0.26587247911327805,-0.7233019821393277,C-12_Viaticos,5
342,0.23936285240355118,2.2984325030454515,X-04_Reclasificar - Varios,1
343,-0.5075187052778125,-1.1060079931996136,X-04_Reclasificar Servicios Front,5
344,-0.45570483827766994,-0.7554412562397683,X-05_Reclasificar Servicios Front - App Movil,5
345,-0.45362885746781306,-0.8463706487969732,X-04_Reclasificar Servicios Front,5
346,-0.4409127284809153,-0.7947804407933843,X-04_Reclasificar Servicios Front,5
347,-0.44991405311777755,-0.8328944709233203,X-04_Reclasificar Servicios Front,5
348,-0.46749869102870956,-0.5952764553973576,O-01_Servicios Onbase,5
349,-0.5168292323471414,-1.0718316239168215,X-04_Reclasificar Servicios Front,5
350,-0.4280997697419573,-0.6770743066026541,X-04_Reclasificar Servicios Front,5
351,-0.4189463254057436,-0.6224798199877875,X-04_Reclasificar Servicios Front,5
352,-0.4635398687614659,-0.7535505514501373,X-05_Reclasificar Servicios Front - App Movil,5
353,-0.48826975239025383,-0.9131368574715214,X-05_Reclasificar Servicios Front - App Movil,5
354,-0.4156824800126753,-0.6097344951551836,C-12_Viaticos,5
355,-0.4938768311720877,-0.923457610951408,X-04_Reclasificar Servicios Front,5
356,-0.37671972390839564,-0.2529456956594583,C-07_Convivencia,3
357,-0.3294888876080089,0.5365078881631572,O-01_Servicios Onbase,3
358,-0.1055368442271116,1.0094240491512285,X-04_Reclasificar - Varios,0
359,-0.5222536516202397,-0.8229932247055827,X-04_Reclasificar Servicios Front,5
360,-0.5319887633879448,-0.8440520974436949,X-04_Reclasificar Servicios Front,5
361,-0.3888984355250252,0.41267948877956967,X-04_Reclasificar - Varios,3
362,-0.48482109054060224,-0.5441028532676118,X-04_Reclasificar Servicios Front,5
363,-0.49146664218208724,-0.5522842795547003,C-12_Viaticos,5
364,-0.5101766513559367,-0.5864148911720364,C-07_Convivencia,5
365,0.18913077732626155,-0.33340954982641047,C-03_Servicios InMotion_Construcción,3
366,-0.4980048641579588,-0.9341957302096333,X-05_Reclasificar Servicios Front - App Movil,5
367,-0.5404143491188202,-1.2055678510045804,X-05_Reclasificar Servicios Front - App Movil,5
368,-0.5501494608865254,-1.2266267237426924,X-05_Reclasificar Servicios Front - App Movil,5
369,-0.5598845726542303,-1.247685596480805,X-05_Reclasificar Servicios Front - App Movil,5
