,Componente 1,Componente 2,C. Manual,Clusters
370,-0.5036119429397926,-0.94451648368952,X-04_Reclasificar Servicios Front,5
371,-0.41531674233719884,-0.6482038627800432,C-07_Convivencia,5
372,-0.4623453612979868,-0.802922844042428,X-04_Reclasificar Servicios Front,5
373,-0.43243417601662204,-0.7022273289109138,C-07_Convivencia,5
374,-0.4596491648854825,-0.8539533436614323,X-04_Reclasificar Servicios Front,5
375,-0.4232807316804083,-0.647632842296047,X-04_Reclasificar Servicios Front,5
376,-0.3115707007767835,0.07901389402079485,C-07_Convivencia,3
377,-0.45372047936407406,-0.7466296584447266,X-05_Reclasificar Servicios Front - App Movil,5
378,-0.5107698376147674,-1.064084791212391,X-05_Reclasificar Servicios Front - App Movil,5
379,-0.4568708909016808,-0.7442414045288073,X-05_Reclasificar Servicios Front - App Movil,5
380,-0.46660600266938596,-0.7653002772669195,X-05_Reclasificar Servicios Front - App Movil,5
381,-0.3921281807795309,0.46998112904456696,X-04_Reclasificar - Varios,3
382,-0.3755348532686644,0.42896327715198623,X-04_Reclasificar - Varios,3
383,0.37369997698542823,-1.9685682948021272,X-05_Reclasificar Servicios Front - App Movil,2
384,0.11452238563367853,-1.015469943216721,X-05_Reclasificar Servicios Front - App Movil,2
385,-0.4371883312985902,-0.808126319672964,X-04_Reclasificar Servicios Front,5
386,-0.5950576008604763,-0.8771211919469758,X-04_Reclasificar Servicios Front,5
387,-0.6047927126281812,-0.8981800646850879,X-04_Reclasificar Servicios Front,5
388,-0.46216855409271573,-0.8070088430647447,X-04_Reclasificar Servicios Front,5
389,-0.46216855409271573,-0.8070088430647447,X-04_Reclasificar Servicios Front,5
390,-0.48778433594219583,-0.8126839625909522,X-04_Reclasificar Servicios Front,5
391,-0.4975194477099009,-0.8337428353290645,X-04_Reclasificar Servicios Front,5
392,-0.14689794790284486,0.9365095998817126,X-04_Reclasificar - Varios,0
393,-0.15663305967054988,0.9154507271436,X-04_Reclasificar - Varios,0
394,0.1658634250518283,-0.841697355443423,C-12_Viaticos,2
395,-0.1112637072580822,-0.6316137041343629,C-12_Viaticos,5
396,-0.14478845597734935,-0.9872975096607536,X-04_Reclasificar Servicios Front,5
397,-0.1545235677450544,-1.0083563823988657,X-04_Reclasificar Servicios Front,5
398,-0.21350423849787137,0.34928534229028707,O-01_Servicios Onbase,3
399,-0.30076928979070294,0.07082559488050012,C-07_Convivencia,3
400,-0.3993090904055368,-0.4775059980818296,C-07_Convivencia,5
401,-0.4803859213229404,-1.03528383125102,X-04_Reclasificar Servicios Front,5
402,-0.4474490375926558,-0.8885993168156929,X-04_Reclasificar Servicios Front,5
403,0.24970754729866673,2.3210536900004635,X-04_Reclasificar - Varios,1
404,-0.1779116609517591,-0.9127780736245771,C-03_Servicios InMotion_Construcción,5
405,-0.13488734648714687,1.843995598251053,X-04_Reclasificar - Varios,1
